NUmber_of_parameters= 1510 
 epoch 0, accuracy 0.68375 
epoch 68, accuracy 0.9328333333333333 
epoch 69, accuracy 0.93275 
epoch 70, accuracy 0.9330833333333334 
epoch 71, accuracy 0.933 
epoch 72, accuracy 0.9333333333333333 
epoch 73, accuracy 0.9333333333333333 
epoch 74, accuracy 0.9334166666666667 
epoch 75, accuracy 0.9335833333333333 
epoch 76, accuracy 0.9336666666666666 
epoch 77, accuracy 0.934 
epoch 78, accuracy 0.934 
epoch 79, accuracy 0.9341666666666667 
epoch 80, accuracy 0.9343333333333333 
epoch 81, accuracy 0.9345 
epoch 82, accuracy 0.9345833333333333 
epoch 83, accuracy 0.9345833333333333 
epoch 84, accuracy 0.93475 
epoch 85, accuracy 0.9346666666666666 
epoch 86, accuracy 0.93475 
epoch 87, accuracy 0.9349166666666666 
epoch 88, accuracy 0.935 
epoch 89, accuracy 0.9351666666666667 
epoch 90, accuracy 0.9353333333333333 
epoch 91, accuracy 0.9354166666666667 
epoch 92, accuracy 0.9353333333333333 
epoch 93, accuracy 0.93525 
epoch 94, accuracy 0.9354166666666667 
epoch 95, accuracy 0.9354166666666667 
epoch 96, accuracy 0.9354166666666667 
epoch 97, accuracy 0.9355 
epoch 98, accuracy 0.9356666666666666 
epoch 99, accuracy 0.93575 
epoch 100, accuracy 0.93575 
epoch 101, accuracy 0.9359166666666666 
epoch 102, accuracy 0.936 
epoch 103, accuracy 0.9358333333333333 
epoch 104, accuracy 0.936 
epoch 105, accuracy 0.936 
epoch 106, accuracy 0.9360833333333334 
epoch 107, accuracy 0.9360833333333334 
epoch 108, accuracy 0.93625 
epoch 109, accuracy 0.9363333333333334 
epoch 110, accuracy 0.9363333333333334 
epoch 111, accuracy 0.9363333333333334 
epoch 112, accuracy 0.9363333333333334 
epoch 113, accuracy 0.9365833333333333 
epoch 114, accuracy 0.9368333333333333 
epoch 115, accuracy 0.9369166666666666 
epoch 116, accuracy 0.937 
epoch 117, accuracy 0.937 
epoch 118, accuracy 0.9370833333333334 
epoch 119, accuracy 0.9370833333333334 
epoch 120, accuracy 0.9370833333333334 
epoch 121, accuracy 0.9370833333333334 
epoch 122, accuracy 0.9370833333333334 
epoch 123, accuracy 0.9370833333333334 
epoch 124, accuracy 0.93725 
epoch 125, accuracy 0.93725 
epoch 126, accuracy 0.93725 
epoch 127, accuracy 0.93725 
epoch 128, accuracy 0.93725 
epoch 129, accuracy 0.93725 
epoch 130, accuracy 0.93725 
epoch 131, accuracy 0.9373333333333334 
epoch 132, accuracy 0.9373333333333334 
epoch 133, accuracy 0.9373333333333334 
epoch 134, accuracy 0.9374166666666667 
epoch 135, accuracy 0.9373333333333334 
epoch 136, accuracy 0.93725 
epoch 137, accuracy 0.93725 
epoch 138, accuracy 0.9373333333333334 
epoch 139, accuracy 0.9373333333333334 
epoch 140, accuracy 0.9374166666666667 
epoch 141, accuracy 0.9375 
epoch 142, accuracy 0.9376666666666666 
epoch 143, accuracy 0.9378333333333333 
epoch 144, accuracy 0.9378333333333333 
epoch 145, accuracy 0.9378333333333333 
epoch 146, accuracy 0.9379166666666666 
epoch 147, accuracy 0.9379166666666666 
epoch 148, accuracy 0.9381666666666667 
epoch 149, accuracy 0.938 
epoch 150, accuracy 0.938 
epoch 151, accuracy 0.9380833333333334 
epoch 152, accuracy 0.9381666666666667 
epoch 153, accuracy 0.9381666666666667 
epoch 154, accuracy 0.93825 
epoch 155, accuracy 0.9384166666666667 
epoch 156, accuracy 0.9384166666666667 
epoch 157, accuracy 0.9384166666666667 
epoch 158, accuracy 0.9383333333333334 
epoch 159, accuracy 0.9384166666666667 
epoch 160, accuracy 0.9383333333333334 
epoch 161, accuracy 0.9384166666666667 
epoch 162, accuracy 0.9385 
epoch 163, accuracy 0.9385833333333333 
epoch 164, accuracy 0.93875 
epoch 165, accuracy 0.93875 
epoch 166, accuracy 0.9388333333333333 
epoch 167, accuracy 0.9388333333333333 
epoch 168, accuracy 0.9389166666666666 
epoch 169, accuracy 0.939 
epoch 170, accuracy 0.939 
epoch 171, accuracy 0.9391666666666667 
epoch 172, accuracy 0.93925 
epoch 173, accuracy 0.9391666666666667 
epoch 174, accuracy 0.9391666666666667 
epoch 175, accuracy 0.93925 
epoch 176, accuracy 0.9394166666666667 
epoch 177, accuracy 0.9395 
epoch 178, accuracy 0.9395 
epoch 179, accuracy 0.9395833333333333 
epoch 180, accuracy 0.9396666666666667 
epoch 181, accuracy 0.9396666666666667 
epoch 182, accuracy 0.9396666666666667 
epoch 183, accuracy 0.9396666666666667 
epoch 184, accuracy 0.93975 
epoch 185, accuracy 0.93975 
epoch 186, accuracy 0.93975 
epoch 187, accuracy 0.93975 
epoch 188, accuracy 0.9398333333333333 
epoch 189, accuracy 0.9395833333333333 
epoch 190, accuracy 0.9395833333333333 
epoch 191, accuracy 0.93975 
epoch 192, accuracy 0.93975 
epoch 193, accuracy 0.9396666666666667 
epoch 194, accuracy 0.9396666666666667 
epoch 195, accuracy 0.93975 
epoch 196, accuracy 0.93975 
epoch 197, accuracy 0.9396666666666667 
epoch 198, accuracy 0.9396666666666667 
epoch 199, accuracy 0.93975 
epoch 200, accuracy 0.93975 
epoch 201, accuracy 0.93975 
epoch 202, accuracy 0.9399166666666666 
epoch 203, accuracy 0.9399166666666666 
epoch 204, accuracy 0.9399166666666666 
epoch 205, accuracy 0.9399166666666666 
epoch 206, accuracy 0.9399166666666666 
epoch 207, accuracy 0.9398333333333333 
epoch 208, accuracy 0.9398333333333333 
epoch 209, accuracy 0.9398333333333333 
epoch 210, accuracy 0.9398333333333333 
epoch 211, accuracy 0.9399166666666666 
epoch 212, accuracy 0.94 
epoch 213, accuracy 0.9400833333333334 
epoch 214, accuracy 0.9400833333333334 
epoch 215, accuracy 0.94025 
epoch 216, accuracy 0.94025 
epoch 217, accuracy 0.9403333333333334 
epoch 218, accuracy 0.9404166666666667 
epoch 219, accuracy 0.9405 
epoch 220, accuracy 0.9405833333333333 
epoch 221, accuracy 0.9406666666666667 
epoch 222, accuracy 0.9406666666666667 
epoch 223, accuracy 0.9406666666666667 
epoch 224, accuracy 0.9406666666666667 
epoch 225, accuracy 0.9406666666666667 
epoch 226, accuracy 0.9406666666666667 
epoch 227, accuracy 0.94075 
epoch 228, accuracy 0.9409166666666666 
epoch 229, accuracy 0.9409166666666666 
epoch 230, accuracy 0.941 
epoch 231, accuracy 0.941 
epoch 232, accuracy 0.9410833333333334 
epoch 233, accuracy 0.9411666666666667 
epoch 234, accuracy 0.9411666666666667 
epoch 235, accuracy 0.9410833333333334 
epoch 236, accuracy 0.941 
epoch 237, accuracy 0.9409166666666666 
epoch 238, accuracy 0.9409166666666666 
epoch 239, accuracy 0.9409166666666666 
epoch 240, accuracy 0.941 
epoch 241, accuracy 0.941 
epoch 242, accuracy 0.941 
epoch 243, accuracy 0.9411666666666667 
epoch 244, accuracy 0.9411666666666667 
epoch 245, accuracy 0.9411666666666667 
epoch 246, accuracy 0.9410833333333334 
epoch 247, accuracy 0.9410833333333334 
epoch 248, accuracy 0.9410833333333334 
epoch 249, accuracy 0.9411666666666667 
epoch 250, accuracy 0.94125 
epoch 251, accuracy 0.94125 
epoch 252, accuracy 0.9413333333333334 
epoch 253, accuracy 0.9415833333333333 
epoch 254, accuracy 0.9415833333333333 
epoch 255, accuracy 0.9415833333333333 
epoch 256, accuracy 0.9415833333333333 
epoch 257, accuracy 0.9416666666666667 
epoch 258, accuracy 0.9415833333333333 
epoch 259, accuracy 0.9415 
epoch 260, accuracy 0.9415 
epoch 261, accuracy 0.9413333333333334 
epoch 262, accuracy 0.9413333333333334 
epoch 263, accuracy 0.9414166666666667 
epoch 264, accuracy 0.9414166666666667 
epoch 265, accuracy 0.9414166666666667 
epoch 266, accuracy 0.9414166666666667 
epoch 267, accuracy 0.9415 
epoch 268, accuracy 0.9415 
epoch 269, accuracy 0.9414166666666667 
epoch 270, accuracy 0.9414166666666667 
epoch 271, accuracy 0.9414166666666667 
epoch 272, accuracy 0.9416666666666667 
epoch 273, accuracy 0.9416666666666667 
epoch 274, accuracy 0.9416666666666667 
epoch 275, accuracy 0.9416666666666667 
epoch 276, accuracy 0.9416666666666667 
epoch 277, accuracy 0.9418333333333333 
epoch 278, accuracy 0.9418333333333333 
epoch 279, accuracy 0.9419166666666666 
epoch 280, accuracy 0.9419166666666666 
epoch 281, accuracy 0.9419166666666666 
epoch 282, accuracy 0.9419166666666666 
epoch 283, accuracy 0.9419166666666666 
epoch 284, accuracy 0.9418333333333333 
epoch 285, accuracy 0.942 
epoch 286, accuracy 0.9421666666666667 
epoch 287, accuracy 0.9421666666666667 
epoch 288, accuracy 0.9421666666666667 
epoch 289, accuracy 0.9423333333333334 
epoch 290, accuracy 0.9423333333333334 
epoch 291, accuracy 0.9423333333333334 
epoch 292, accuracy 0.9423333333333334 
epoch 293, accuracy 0.9423333333333334 
epoch 294, accuracy 0.9423333333333334 
epoch 295, accuracy 0.9424166666666667 
epoch 296, accuracy 0.9426666666666667 
epoch 297, accuracy 0.9426666666666667 
epoch 298, accuracy 0.9425833333333333 
epoch 299, accuracy 0.9425833333333333 
epoch 300, accuracy 0.9425 
epoch 301, accuracy 0.9425833333333333 
epoch 302, accuracy 0.9425 
epoch 303, accuracy 0.9426666666666667 
epoch 304, accuracy 0.9425833333333333 
epoch 305, accuracy 0.9425833333333333 
epoch 306, accuracy 0.9426666666666667 
epoch 307, accuracy 0.9426666666666667 
epoch 308, accuracy 0.9426666666666667 
epoch 309, accuracy 0.9426666666666667 
epoch 310, accuracy 0.9426666666666667 
epoch 311, accuracy 0.9426666666666667 
epoch 312, accuracy 0.9426666666666667 
epoch 313, accuracy 0.9426666666666667 
epoch 314, accuracy 0.94275 
epoch 315, accuracy 0.9426666666666667 
epoch 316, accuracy 0.9425833333333333 
epoch 317, accuracy 0.9425833333333333 
epoch 318, accuracy 0.9425 
epoch 319, accuracy 0.9424166666666667 
epoch 320, accuracy 0.9425 
epoch 321, accuracy 0.9425833333333333 
epoch 322, accuracy 0.9426666666666667 
epoch 323, accuracy 0.94275 
epoch 324, accuracy 0.9428333333333333 
epoch 325, accuracy 0.9428333333333333 
epoch 326, accuracy 0.9429166666666666 
epoch 327, accuracy 0.9430833333333334 
epoch 328, accuracy 0.9430833333333334 
epoch 329, accuracy 0.9431666666666667 
epoch 330, accuracy 0.94325 
epoch 331, accuracy 0.94325 
epoch 332, accuracy 0.9431666666666667 
epoch 333, accuracy 0.9430833333333334 
epoch 334, accuracy 0.9430833333333334 
epoch 335, accuracy 0.9431666666666667 
epoch 336, accuracy 0.9431666666666667 
epoch 337, accuracy 0.94325 
epoch 338, accuracy 0.9431666666666667 
epoch 339, accuracy 0.9431666666666667 
epoch 340, accuracy 0.9430833333333334 
epoch 341, accuracy 0.9430833333333334 
epoch 342, accuracy 0.9430833333333334 
epoch 343, accuracy 0.943 
epoch 344, accuracy 0.943 
epoch 345, accuracy 0.943 
epoch 346, accuracy 0.9429166666666666 
epoch 347, accuracy 0.9429166666666666 
epoch 348, accuracy 0.9429166666666666 
epoch 349, accuracy 0.9429166666666666 
epoch 350, accuracy 0.9429166666666666 
epoch 351, accuracy 0.9429166666666666 
epoch 352, accuracy 0.9429166666666666 
epoch 353, accuracy 0.9429166666666666 
epoch 354, accuracy 0.943 
epoch 355, accuracy 0.943 
epoch 356, accuracy 0.9429166666666666 
epoch 357, accuracy 0.9429166666666666 
epoch 358, accuracy 0.9429166666666666 
epoch 359, accuracy 0.9429166666666666 
epoch 360, accuracy 0.9429166666666666 
epoch 361, accuracy 0.9429166666666666 
epoch 362, accuracy 0.943 
epoch 363, accuracy 0.943 
epoch 364, accuracy 0.943 
epoch 365, accuracy 0.943 
epoch 366, accuracy 0.943 
epoch 367, accuracy 0.943 
epoch 368, accuracy 0.943 
epoch 369, accuracy 0.943 
epoch 370, accuracy 0.943 
epoch 371, accuracy 0.9430833333333334 
epoch 372, accuracy 0.9430833333333334 
epoch 373, accuracy 0.9430833333333334 
epoch 374, accuracy 0.9430833333333334 
epoch 375, accuracy 0.94325 
epoch 376, accuracy 0.94325 
epoch 377, accuracy 0.94325 
epoch 378, accuracy 0.9433333333333334 
epoch 379, accuracy 0.9433333333333334 
epoch 380, accuracy 0.9433333333333334 
epoch 381, accuracy 0.9434166666666667 
epoch 382, accuracy 0.9434166666666667 
epoch 383, accuracy 0.9434166666666667 
epoch 384, accuracy 0.9434166666666667 
epoch 385, accuracy 0.9433333333333334 
epoch 386, accuracy 0.9433333333333334 
epoch 387, accuracy 0.9433333333333334 
epoch 388, accuracy 0.9434166666666667 
epoch 389, accuracy 0.9434166666666667 
epoch 390, accuracy 0.9434166666666667 
epoch 391, accuracy 0.9434166666666667 
epoch 392, accuracy 0.9434166666666667 
epoch 393, accuracy 0.9433333333333334 
epoch 394, accuracy 0.9433333333333334 
epoch 395, accuracy 0.9433333333333334 
epoch 396, accuracy 0.9433333333333334 
epoch 397, accuracy 0.9433333333333334 
epoch 398, accuracy 0.9433333333333334 
epoch 399, accuracy 0.94325 
epoch 400, accuracy 0.94325 
epoch 401, accuracy 0.94325 
epoch 402, accuracy 0.94325 
epoch 403, accuracy 0.94325 
epoch 404, accuracy 0.9431666666666667 
epoch 405, accuracy 0.9431666666666667 
epoch 406, accuracy 0.94325 
epoch 407, accuracy 0.9433333333333334 
epoch 408, accuracy 0.9433333333333334 
epoch 409, accuracy 0.94325 
epoch 410, accuracy 0.94325 
epoch 411, accuracy 0.94325 
epoch 412, accuracy 0.94325 
epoch 413, accuracy 0.94325 
epoch 414, accuracy 0.94325 
epoch 415, accuracy 0.94325 
epoch 416, accuracy 0.94325 
epoch 417, accuracy 0.94325 
epoch 418, accuracy 0.94325 
epoch 419, accuracy 0.9433333333333334 
epoch 420, accuracy 0.9434166666666667 
epoch 421, accuracy 0.9434166666666667 
epoch 422, accuracy 0.9434166666666667 
epoch 423, accuracy 0.9434166666666667 
epoch 424, accuracy 0.9434166666666667 
epoch 425, accuracy 0.9434166666666667 
epoch 426, accuracy 0.9434166666666667 
epoch 427, accuracy 0.9434166666666667 
epoch 428, accuracy 0.9434166666666667 
epoch 429, accuracy 0.9434166666666667 
epoch 430, accuracy 0.9434166666666667 
epoch 431, accuracy 0.9434166666666667 
epoch 432, accuracy 0.9434166666666667 
epoch 433, accuracy 0.9435 
epoch 434, accuracy 0.9435 
epoch 435, accuracy 0.9435 
epoch 436, accuracy 0.9436666666666667 
epoch 437, accuracy 0.9436666666666667 
epoch 438, accuracy 0.9435833333333333 
epoch 439, accuracy 0.9435833333333333 
epoch 440, accuracy 0.9435833333333333 
epoch 441, accuracy 0.9435833333333333 
epoch 442, accuracy 0.9435833333333333 
epoch 443, accuracy 0.9435833333333333 
epoch 444, accuracy 0.9435833333333333 
epoch 445, accuracy 0.9435833333333333 
epoch 446, accuracy 0.9435833333333333 
epoch 447, accuracy 0.9435833333333333 
epoch 448, accuracy 0.9435833333333333 
epoch 449, accuracy 0.9435833333333333 
epoch 450, accuracy 0.9435833333333333 
epoch 451, accuracy 0.9435833333333333 
epoch 452, accuracy 0.9435 
epoch 453, accuracy 0.9435 
epoch 454, accuracy 0.9435833333333333 
epoch 455, accuracy 0.9436666666666667 
epoch 456, accuracy 0.94375 
epoch 457, accuracy 0.94375 
epoch 458, accuracy 0.94375 
epoch 459, accuracy 0.9438333333333333 
epoch 460, accuracy 0.9439166666666666 
epoch 461, accuracy 0.9439166666666666 
epoch 462, accuracy 0.9438333333333333 
epoch 463, accuracy 0.94375 
epoch 464, accuracy 0.94375 
epoch 465, accuracy 0.94375 
epoch 466, accuracy 0.9438333333333333 
epoch 467, accuracy 0.9438333333333333 
epoch 468, accuracy 0.9438333333333333 
epoch 469, accuracy 0.9438333333333333 
epoch 470, accuracy 0.94375 
epoch 471, accuracy 0.94375 
epoch 472, accuracy 0.94375 
epoch 473, accuracy 0.94375 
epoch 474, accuracy 0.94375 
epoch 475, accuracy 0.94375 
epoch 476, accuracy 0.94375 
epoch 477, accuracy 0.9439166666666666 
epoch 478, accuracy 0.9438333333333333 
epoch 479, accuracy 0.9438333333333333 
epoch 480, accuracy 0.9438333333333333 
epoch 481, accuracy 0.9438333333333333 
epoch 482, accuracy 0.94375 
epoch 483, accuracy 0.94375 
epoch 484, accuracy 0.94375 
epoch 485, accuracy 0.94375 
epoch 486, accuracy 0.94375 
epoch 487, accuracy 0.9438333333333333 
epoch 488, accuracy 0.9439166666666666 
epoch 489, accuracy 0.9439166666666666 
epoch 490, accuracy 0.9439166666666666 
epoch 491, accuracy 0.944 
epoch 492, accuracy 0.944 
epoch 493, accuracy 0.944 
epoch 494, accuracy 0.944 
epoch 495, accuracy 0.9439166666666666 
epoch 496, accuracy 0.9439166666666666 
epoch 497, accuracy 0.9439166666666666 
epoch 498, accuracy 0.9438333333333333 
epoch 499, accuracy 0.9439166666666666 
epoch 500, accuracy 0.944 
epoch 501, accuracy 0.944 
epoch 502, accuracy 0.9440833333333334 
epoch 503, accuracy 0.9440833333333334 
epoch 504, accuracy 0.9440833333333334 
epoch 505, accuracy 0.9443333333333334 
epoch 506, accuracy 0.9443333333333334 
epoch 507, accuracy 0.9443333333333334 
epoch 508, accuracy 0.9444166666666667 
epoch 509, accuracy 0.9445 
epoch 510, accuracy 0.9445 
epoch 511, accuracy 0.9445 
epoch 512, accuracy 0.9445 
epoch 513, accuracy 0.9445 
epoch 514, accuracy 0.9445833333333333 
epoch 515, accuracy 0.94475 
epoch 516, accuracy 0.94475 
epoch 517, accuracy 0.94475 
epoch 518, accuracy 0.94475 
epoch 519, accuracy 0.94475 
epoch 520, accuracy 0.9448333333333333 
epoch 521, accuracy 0.9448333333333333 
epoch 522, accuracy 0.9448333333333333 
epoch 523, accuracy 0.9448333333333333 
epoch 524, accuracy 0.9448333333333333 
epoch 525, accuracy 0.9448333333333333 
epoch 526, accuracy 0.9449166666666666 
epoch 527, accuracy 0.94475 
epoch 528, accuracy 0.94475 
epoch 529, accuracy 0.94475 
epoch 530, accuracy 0.94475 
epoch 531, accuracy 0.9448333333333333 
epoch 532, accuracy 0.9448333333333333 
epoch 533, accuracy 0.9448333333333333 
epoch 534, accuracy 0.94475 
epoch 535, accuracy 0.9446666666666667 
epoch 536, accuracy 0.94475 
epoch 537, accuracy 0.94475 
epoch 538, accuracy 0.94475 
epoch 539, accuracy 0.9448333333333333 
epoch 540, accuracy 0.9448333333333333 
epoch 541, accuracy 0.9448333333333333 
epoch 542, accuracy 0.9449166666666666 
epoch 543, accuracy 0.9450833333333334 
epoch 544, accuracy 0.9450833333333334 
epoch 545, accuracy 0.9450833333333334 
epoch 546, accuracy 0.9450833333333334 
epoch 547, accuracy 0.9450833333333334 
epoch 548, accuracy 0.9450833333333334 
epoch 549, accuracy 0.9450833333333334 
epoch 550, accuracy 0.9450833333333334 
epoch 551, accuracy 0.9450833333333334 
epoch 552, accuracy 0.9450833333333334 
epoch 553, accuracy 0.945 
epoch 554, accuracy 0.945 
epoch 555, accuracy 0.945 
epoch 556, accuracy 0.945 
epoch 557, accuracy 0.945 
epoch 558, accuracy 0.945 
epoch 559, accuracy 0.945 
epoch 560, accuracy 0.945 
epoch 561, accuracy 0.945 
epoch 562, accuracy 0.945 
epoch 563, accuracy 0.945 
epoch 564, accuracy 0.9449166666666666 
epoch 565, accuracy 0.9449166666666666 
epoch 566, accuracy 0.9449166666666666 
epoch 567, accuracy 0.9449166666666666 
epoch 568, accuracy 0.9448333333333333 
epoch 569, accuracy 0.9448333333333333 
epoch 570, accuracy 0.9448333333333333 
epoch 571, accuracy 0.9448333333333333 
epoch 572, accuracy 0.9449166666666666 
epoch 573, accuracy 0.9449166666666666 
epoch 574, accuracy 0.9449166666666666 
epoch 575, accuracy 0.9449166666666666 
epoch 576, accuracy 0.9449166666666666 
epoch 577, accuracy 0.9448333333333333 
epoch 578, accuracy 0.9448333333333333 
epoch 579, accuracy 0.9448333333333333 
epoch 580, accuracy 0.94475 
epoch 581, accuracy 0.94475 
epoch 582, accuracy 0.94475 
epoch 583, accuracy 0.94475 
epoch 584, accuracy 0.94475 
epoch 585, accuracy 0.9448333333333333 
epoch 586, accuracy 0.9448333333333333 
epoch 587, accuracy 0.9448333333333333 
epoch 588, accuracy 0.9448333333333333 
epoch 589, accuracy 0.9448333333333333 
epoch 590, accuracy 0.9448333333333333 
epoch 591, accuracy 0.9448333333333333 
epoch 592, accuracy 0.9448333333333333 
epoch 593, accuracy 0.9448333333333333 
epoch 594, accuracy 0.9448333333333333 
epoch 595, accuracy 0.9448333333333333 
epoch 596, accuracy 0.9448333333333333 
epoch 597, accuracy 0.9448333333333333 
epoch 598, accuracy 0.9449166666666666 
epoch 599, accuracy 0.9449166666666666 
