NUmber_of_parameters= 1110 
 epoch 0, accuracy 0.4825 
epoch 165, accuracy 0.9191666666666667 
epoch 166, accuracy 0.91925 
epoch 167, accuracy 0.91925 
epoch 168, accuracy 0.91925 
epoch 169, accuracy 0.9194166666666667 
epoch 170, accuracy 0.9194166666666667 
epoch 171, accuracy 0.9195833333333333 
epoch 172, accuracy 0.9195833333333333 
epoch 173, accuracy 0.9195 
epoch 174, accuracy 0.9195 
epoch 175, accuracy 0.9195 
epoch 176, accuracy 0.9194166666666667 
epoch 177, accuracy 0.9195833333333333 
epoch 178, accuracy 0.9196666666666666 
epoch 179, accuracy 0.91975 
epoch 180, accuracy 0.9198333333333333 
epoch 181, accuracy 0.9199166666666667 
epoch 182, accuracy 0.92 
epoch 183, accuracy 0.92 
epoch 184, accuracy 0.9200833333333334 
epoch 185, accuracy 0.9200833333333334 
epoch 186, accuracy 0.9203333333333333 
epoch 187, accuracy 0.9203333333333333 
epoch 188, accuracy 0.9205 
epoch 189, accuracy 0.9205833333333333 
epoch 190, accuracy 0.9205833333333333 
epoch 191, accuracy 0.9205833333333333 
epoch 192, accuracy 0.92075 
epoch 193, accuracy 0.9209166666666667 
epoch 194, accuracy 0.9209166666666667 
epoch 195, accuracy 0.9208333333333333 
epoch 196, accuracy 0.921 
epoch 197, accuracy 0.9210833333333334 
epoch 198, accuracy 0.92125 
epoch 199, accuracy 0.9214166666666667 
epoch 200, accuracy 0.9215 
epoch 201, accuracy 0.9215 
epoch 202, accuracy 0.9215 
epoch 203, accuracy 0.9215 
epoch 204, accuracy 0.9215833333333333 
epoch 205, accuracy 0.9215833333333333 
epoch 206, accuracy 0.9215833333333333 
epoch 207, accuracy 0.9216666666666666 
epoch 208, accuracy 0.9215833333333333 
epoch 209, accuracy 0.9215833333333333 
epoch 210, accuracy 0.9215833333333333 
epoch 211, accuracy 0.9216666666666666 
epoch 212, accuracy 0.9215 
epoch 213, accuracy 0.9216666666666666 
epoch 214, accuracy 0.9216666666666666 
epoch 215, accuracy 0.9216666666666666 
epoch 216, accuracy 0.9216666666666666 
epoch 217, accuracy 0.92175 
epoch 218, accuracy 0.9218333333333333 
epoch 219, accuracy 0.9218333333333333 
epoch 220, accuracy 0.9220833333333334 
epoch 221, accuracy 0.9220833333333334 
epoch 222, accuracy 0.922 
epoch 223, accuracy 0.922 
epoch 224, accuracy 0.9220833333333334 
epoch 225, accuracy 0.9220833333333334 
epoch 226, accuracy 0.9220833333333334 
epoch 227, accuracy 0.9220833333333334 
epoch 228, accuracy 0.9220833333333334 
epoch 229, accuracy 0.92225 
epoch 230, accuracy 0.92225 
epoch 231, accuracy 0.92225 
epoch 232, accuracy 0.92225 
epoch 233, accuracy 0.9224166666666667 
epoch 234, accuracy 0.9224166666666667 
epoch 235, accuracy 0.9224166666666667 
epoch 236, accuracy 0.9225833333333333 
epoch 237, accuracy 0.9225 
epoch 238, accuracy 0.9225 
epoch 239, accuracy 0.9225 
epoch 240, accuracy 0.9225833333333333 
epoch 241, accuracy 0.9226666666666666 
epoch 242, accuracy 0.92275 
epoch 243, accuracy 0.9229166666666667 
epoch 244, accuracy 0.9229166666666667 
epoch 245, accuracy 0.9229166666666667 
epoch 246, accuracy 0.9229166666666667 
epoch 247, accuracy 0.9229166666666667 
epoch 248, accuracy 0.9229166666666667 
epoch 249, accuracy 0.923 
epoch 250, accuracy 0.9230833333333334 
epoch 251, accuracy 0.9231666666666667 
epoch 252, accuracy 0.92325 
epoch 253, accuracy 0.92325 
epoch 254, accuracy 0.92325 
epoch 255, accuracy 0.92325 
epoch 256, accuracy 0.92325 
epoch 257, accuracy 0.92325 
epoch 258, accuracy 0.92325 
epoch 259, accuracy 0.92325 
epoch 260, accuracy 0.9231666666666667 
epoch 261, accuracy 0.92325 
epoch 262, accuracy 0.92325 
epoch 263, accuracy 0.92325 
epoch 264, accuracy 0.9234166666666667 
epoch 265, accuracy 0.9234166666666667 
epoch 266, accuracy 0.9234166666666667 
epoch 267, accuracy 0.9233333333333333 
epoch 268, accuracy 0.9233333333333333 
epoch 269, accuracy 0.9233333333333333 
epoch 270, accuracy 0.9234166666666667 
epoch 271, accuracy 0.9234166666666667 
epoch 272, accuracy 0.9233333333333333 
epoch 273, accuracy 0.9234166666666667 
epoch 274, accuracy 0.9235 
epoch 275, accuracy 0.9235 
epoch 276, accuracy 0.9235 
epoch 277, accuracy 0.9235 
epoch 278, accuracy 0.9235 
epoch 279, accuracy 0.9235 
epoch 280, accuracy 0.9235 
epoch 281, accuracy 0.9236666666666666 
epoch 282, accuracy 0.9235833333333333 
epoch 283, accuracy 0.9236666666666666 
epoch 284, accuracy 0.9236666666666666 
epoch 285, accuracy 0.9236666666666666 
epoch 286, accuracy 0.9238333333333333 
epoch 287, accuracy 0.9238333333333333 
epoch 288, accuracy 0.9238333333333333 
epoch 289, accuracy 0.9238333333333333 
epoch 290, accuracy 0.9238333333333333 
epoch 291, accuracy 0.9238333333333333 
epoch 292, accuracy 0.924 
epoch 293, accuracy 0.9241666666666667 
epoch 294, accuracy 0.9240833333333334 
epoch 295, accuracy 0.9240833333333334 
epoch 296, accuracy 0.9240833333333334 
epoch 297, accuracy 0.924 
epoch 298, accuracy 0.924 
epoch 299, accuracy 0.9241666666666667 
epoch 300, accuracy 0.9241666666666667 
epoch 301, accuracy 0.9243333333333333 
epoch 302, accuracy 0.9243333333333333 
epoch 303, accuracy 0.9245833333333333 
epoch 304, accuracy 0.9245833333333333 
epoch 305, accuracy 0.9245833333333333 
epoch 306, accuracy 0.9245833333333333 
epoch 307, accuracy 0.9245833333333333 
epoch 308, accuracy 0.9246666666666666 
epoch 309, accuracy 0.9246666666666666 
epoch 310, accuracy 0.9249166666666667 
epoch 311, accuracy 0.9249166666666667 
epoch 312, accuracy 0.9249166666666667 
epoch 313, accuracy 0.9249166666666667 
epoch 314, accuracy 0.9249166666666667 
epoch 315, accuracy 0.9250833333333334 
epoch 316, accuracy 0.9251666666666667 
epoch 317, accuracy 0.92525 
epoch 318, accuracy 0.9251666666666667 
epoch 319, accuracy 0.92525 
epoch 320, accuracy 0.9251666666666667 
epoch 321, accuracy 0.92525 
epoch 322, accuracy 0.92525 
epoch 323, accuracy 0.92525 
epoch 324, accuracy 0.92525 
epoch 325, accuracy 0.92525 
epoch 326, accuracy 0.9253333333333333 
epoch 327, accuracy 0.9253333333333333 
epoch 328, accuracy 0.9253333333333333 
epoch 329, accuracy 0.9253333333333333 
epoch 330, accuracy 0.9255 
epoch 331, accuracy 0.9255 
epoch 332, accuracy 0.9256666666666666 
epoch 333, accuracy 0.9256666666666666 
epoch 334, accuracy 0.9256666666666666 
epoch 335, accuracy 0.92575 
epoch 336, accuracy 0.9258333333333333 
epoch 337, accuracy 0.9259166666666667 
epoch 338, accuracy 0.9259166666666667 
epoch 339, accuracy 0.9258333333333333 
epoch 340, accuracy 0.9259166666666667 
epoch 341, accuracy 0.9256666666666666 
epoch 342, accuracy 0.9255833333333333 
epoch 343, accuracy 0.9255833333333333 
epoch 344, accuracy 0.9255 
epoch 345, accuracy 0.9254166666666667 
epoch 346, accuracy 0.9254166666666667 
epoch 347, accuracy 0.9254166666666667 
epoch 348, accuracy 0.9254166666666667 
epoch 349, accuracy 0.9255 
epoch 350, accuracy 0.9255833333333333 
epoch 351, accuracy 0.9255833333333333 
epoch 352, accuracy 0.9255833333333333 
epoch 353, accuracy 0.9255833333333333 
epoch 354, accuracy 0.9255833333333333 
epoch 355, accuracy 0.9255833333333333 
epoch 356, accuracy 0.9256666666666666 
epoch 357, accuracy 0.9256666666666666 
epoch 358, accuracy 0.9258333333333333 
epoch 359, accuracy 0.9258333333333333 
epoch 360, accuracy 0.9259166666666667 
epoch 361, accuracy 0.9259166666666667 
epoch 362, accuracy 0.926 
epoch 363, accuracy 0.926 
epoch 364, accuracy 0.926 
epoch 365, accuracy 0.926 
epoch 366, accuracy 0.9260833333333334 
epoch 367, accuracy 0.92625 
epoch 368, accuracy 0.92625 
epoch 369, accuracy 0.92625 
epoch 370, accuracy 0.92625 
epoch 371, accuracy 0.9264166666666667 
epoch 372, accuracy 0.9263333333333333 
epoch 373, accuracy 0.9264166666666667 
epoch 374, accuracy 0.9264166666666667 
epoch 375, accuracy 0.9264166666666667 
epoch 376, accuracy 0.9264166666666667 
epoch 377, accuracy 0.9265 
epoch 378, accuracy 0.9265 
epoch 379, accuracy 0.9265 
epoch 380, accuracy 0.9265 
epoch 381, accuracy 0.9265 
epoch 382, accuracy 0.9265833333333333 
epoch 383, accuracy 0.9265833333333333 
epoch 384, accuracy 0.92675 
epoch 385, accuracy 0.9268333333333333 
epoch 386, accuracy 0.9269166666666667 
epoch 387, accuracy 0.927 
epoch 388, accuracy 0.927 
epoch 389, accuracy 0.927 
epoch 390, accuracy 0.927 
epoch 391, accuracy 0.927 
epoch 392, accuracy 0.9270833333333334 
epoch 393, accuracy 0.9270833333333334 
epoch 394, accuracy 0.9271666666666667 
epoch 395, accuracy 0.9271666666666667 
epoch 396, accuracy 0.9271666666666667 
epoch 397, accuracy 0.9271666666666667 
epoch 398, accuracy 0.9271666666666667 
epoch 399, accuracy 0.9271666666666667 
epoch 400, accuracy 0.9271666666666667 
epoch 401, accuracy 0.9271666666666667 
epoch 402, accuracy 0.9271666666666667 
epoch 403, accuracy 0.9271666666666667 
epoch 404, accuracy 0.9271666666666667 
epoch 405, accuracy 0.92725 
epoch 406, accuracy 0.92725 
epoch 407, accuracy 0.9273333333333333 
epoch 408, accuracy 0.9273333333333333 
epoch 409, accuracy 0.9273333333333333 
epoch 410, accuracy 0.9274166666666667 
epoch 411, accuracy 0.9274166666666667 
epoch 412, accuracy 0.9273333333333333 
epoch 413, accuracy 0.9273333333333333 
epoch 414, accuracy 0.9273333333333333 
epoch 415, accuracy 0.9273333333333333 
epoch 416, accuracy 0.9273333333333333 
epoch 417, accuracy 0.9273333333333333 
epoch 418, accuracy 0.9273333333333333 
epoch 419, accuracy 0.9274166666666667 
epoch 420, accuracy 0.9275 
epoch 421, accuracy 0.9275833333333333 
epoch 422, accuracy 0.9275833333333333 
epoch 423, accuracy 0.9275833333333333 
epoch 424, accuracy 0.9275 
epoch 425, accuracy 0.9275 
epoch 426, accuracy 0.9275 
epoch 427, accuracy 0.9275 
epoch 428, accuracy 0.9275833333333333 
epoch 429, accuracy 0.9276666666666666 
epoch 430, accuracy 0.9276666666666666 
epoch 431, accuracy 0.92775 
epoch 432, accuracy 0.92775 
epoch 433, accuracy 0.9276666666666666 
epoch 434, accuracy 0.9276666666666666 
epoch 435, accuracy 0.9276666666666666 
epoch 436, accuracy 0.9275833333333333 
epoch 437, accuracy 0.9275833333333333 
epoch 438, accuracy 0.9275833333333333 
epoch 439, accuracy 0.9275833333333333 
epoch 440, accuracy 0.9275833333333333 
epoch 441, accuracy 0.9275 
epoch 442, accuracy 0.9275 
epoch 443, accuracy 0.9275833333333333 
epoch 444, accuracy 0.9275833333333333 
epoch 445, accuracy 0.9275833333333333 
epoch 446, accuracy 0.9275833333333333 
epoch 447, accuracy 0.9275833333333333 
epoch 448, accuracy 0.9275833333333333 
epoch 449, accuracy 0.9275 
epoch 450, accuracy 0.9275 
epoch 451, accuracy 0.9275 
epoch 452, accuracy 0.9275 
epoch 453, accuracy 0.9275 
epoch 454, accuracy 0.9275 
epoch 455, accuracy 0.9275 
epoch 456, accuracy 0.9275 
epoch 457, accuracy 0.9275 
epoch 458, accuracy 0.9275 
epoch 459, accuracy 0.9274166666666667 
epoch 460, accuracy 0.9274166666666667 
epoch 461, accuracy 0.9275 
epoch 462, accuracy 0.9275 
epoch 463, accuracy 0.9275 
epoch 464, accuracy 0.9275833333333333 
epoch 465, accuracy 0.9275833333333333 
epoch 466, accuracy 0.9275833333333333 
epoch 467, accuracy 0.9276666666666666 
epoch 468, accuracy 0.92775 
epoch 469, accuracy 0.92775 
epoch 470, accuracy 0.92775 
epoch 471, accuracy 0.92775 
epoch 472, accuracy 0.92775 
epoch 473, accuracy 0.9279166666666666 
epoch 474, accuracy 0.9279166666666666 
epoch 475, accuracy 0.9278333333333333 
epoch 476, accuracy 0.9278333333333333 
epoch 477, accuracy 0.9278333333333333 
epoch 478, accuracy 0.9278333333333333 
epoch 479, accuracy 0.9278333333333333 
epoch 480, accuracy 0.92775 
epoch 481, accuracy 0.92775 
epoch 482, accuracy 0.9278333333333333 
epoch 483, accuracy 0.9279166666666666 
epoch 484, accuracy 0.928 
epoch 485, accuracy 0.9280833333333334 
epoch 486, accuracy 0.9280833333333334 
epoch 487, accuracy 0.9280833333333334 
epoch 488, accuracy 0.9281666666666667 
epoch 489, accuracy 0.9281666666666667 
epoch 490, accuracy 0.9281666666666667 
epoch 491, accuracy 0.9281666666666667 
epoch 492, accuracy 0.92825 
epoch 493, accuracy 0.9283333333333333 
epoch 494, accuracy 0.9283333333333333 
epoch 495, accuracy 0.9283333333333333 
epoch 496, accuracy 0.9285 
epoch 497, accuracy 0.9285833333333333 
epoch 498, accuracy 0.9285833333333333 
epoch 499, accuracy 0.9286666666666666 
epoch 500, accuracy 0.9286666666666666 
epoch 501, accuracy 0.9286666666666666 
epoch 502, accuracy 0.9286666666666666 
epoch 503, accuracy 0.9286666666666666 
epoch 504, accuracy 0.9286666666666666 
epoch 505, accuracy 0.9286666666666666 
epoch 506, accuracy 0.9286666666666666 
epoch 507, accuracy 0.9286666666666666 
epoch 508, accuracy 0.9286666666666666 
epoch 509, accuracy 0.9286666666666666 
epoch 510, accuracy 0.9286666666666666 
epoch 511, accuracy 0.9286666666666666 
epoch 512, accuracy 0.92875 
epoch 513, accuracy 0.92875 
epoch 514, accuracy 0.92875 
epoch 515, accuracy 0.9286666666666666 
epoch 516, accuracy 0.9285833333333333 
epoch 517, accuracy 0.9285833333333333 
epoch 518, accuracy 0.9286666666666666 
epoch 519, accuracy 0.9286666666666666 
epoch 520, accuracy 0.9286666666666666 
epoch 521, accuracy 0.9286666666666666 
epoch 522, accuracy 0.9286666666666666 
epoch 523, accuracy 0.9285833333333333 
epoch 524, accuracy 0.9285833333333333 
epoch 525, accuracy 0.9285833333333333 
epoch 526, accuracy 0.9285833333333333 
epoch 527, accuracy 0.9285833333333333 
epoch 528, accuracy 0.9286666666666666 
epoch 529, accuracy 0.92875 
epoch 530, accuracy 0.92875 
epoch 531, accuracy 0.92875 
epoch 532, accuracy 0.9286666666666666 
epoch 533, accuracy 0.9286666666666666 
epoch 534, accuracy 0.9286666666666666 
epoch 535, accuracy 0.9285833333333333 
epoch 536, accuracy 0.9286666666666666 
epoch 537, accuracy 0.92875 
epoch 538, accuracy 0.9286666666666666 
epoch 539, accuracy 0.9286666666666666 
epoch 540, accuracy 0.9286666666666666 
epoch 541, accuracy 0.9286666666666666 
epoch 542, accuracy 0.9285833333333333 
epoch 543, accuracy 0.9285833333333333 
epoch 544, accuracy 0.9285833333333333 
epoch 545, accuracy 0.9285833333333333 
epoch 546, accuracy 0.9286666666666666 
epoch 547, accuracy 0.92875 
epoch 548, accuracy 0.92875 
epoch 549, accuracy 0.92875 
epoch 550, accuracy 0.92875 
epoch 551, accuracy 0.9288333333333333 
epoch 552, accuracy 0.9288333333333333 
epoch 553, accuracy 0.9289166666666666 
epoch 554, accuracy 0.9289166666666666 
epoch 555, accuracy 0.9289166666666666 
epoch 556, accuracy 0.9289166666666666 
epoch 557, accuracy 0.92875 
epoch 558, accuracy 0.9288333333333333 
epoch 559, accuracy 0.92875 
epoch 560, accuracy 0.92875 
epoch 561, accuracy 0.92875 
epoch 562, accuracy 0.9285833333333333 
epoch 563, accuracy 0.9285833333333333 
epoch 564, accuracy 0.9285833333333333 
epoch 565, accuracy 0.9285833333333333 
epoch 566, accuracy 0.9285 
epoch 567, accuracy 0.9285 
epoch 568, accuracy 0.9285 
epoch 569, accuracy 0.9285 
epoch 570, accuracy 0.9285 
epoch 571, accuracy 0.9285833333333333 
epoch 572, accuracy 0.9285833333333333 
epoch 573, accuracy 0.9285833333333333 
epoch 574, accuracy 0.9285833333333333 
epoch 575, accuracy 0.9285833333333333 
epoch 576, accuracy 0.9285833333333333 
epoch 577, accuracy 0.9285833333333333 
epoch 578, accuracy 0.9285833333333333 
epoch 579, accuracy 0.9285 
epoch 580, accuracy 0.9285 
epoch 581, accuracy 0.9285 
epoch 582, accuracy 0.9285 
epoch 583, accuracy 0.9285 
epoch 584, accuracy 0.9286666666666666 
epoch 585, accuracy 0.9286666666666666 
epoch 586, accuracy 0.9286666666666666 
epoch 587, accuracy 0.9286666666666666 
epoch 588, accuracy 0.9286666666666666 
epoch 589, accuracy 0.9286666666666666 
epoch 590, accuracy 0.9286666666666666 
epoch 591, accuracy 0.9286666666666666 
epoch 592, accuracy 0.9286666666666666 
epoch 593, accuracy 0.9286666666666666 
epoch 594, accuracy 0.9286666666666666 
epoch 595, accuracy 0.9286666666666666 
epoch 596, accuracy 0.9286666666666666 
epoch 597, accuracy 0.9286666666666666 
epoch 598, accuracy 0.9285833333333333 
epoch 599, accuracy 0.9286666666666666 
